事業者名,ステータス,精算,予約番号,企画区分,申込日,キャンセル日,貸出日時,貸出営業所,貸出営業所コード,返却日時,返却営業所,返却営業所コード,料金プラン,車両クラス,AT/MT,禁煙/喫煙,オプション,免責補償,乗車人数,到着便,出発便,基本料金合計（予約時）,乗捨料金（予約時）,オプション料金（予約時明細）,オプション料金（予約時合計金額）,免責補償料金（予約時明細）,免責補償料金（予約時合計金額）,深夜手数料（予約時）,合計金額（予約時）,最終利用金額,DP最終利用金額,キャンセル料金,利用ポイント,クーポンコード,クーポン名称,利用クーポン金額,計算基準額,システム利用料,販促プログラム,ポイント付与料,ポイント追加付与料,料金プランコード,メモ,DPオペレーターメモ,DP用最終更新日時
  ニコニコレンタカー,予約成立,済,R8AMCPP4,ANAじゃらんパック,2017/8/15 20:19,,2017/8/24 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/31 20:50,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 2 名、子ども: 0 名,ANA0067,ANA0988,32000,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,32000,32000,32000,0,,,,,29629,3555,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R8NQLUUN,ANAじゃらんパック,2017/8/15 21:12,,2017/8/25 16:55,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/29 10:55,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 1 名、子ども: 0 名,ANA1141,ANA1142,20000,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,20000,20000,20000,0,,,,,18518,2222,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R09A567P,じゃらん,2017/8/15 22:24,,2017/8/23 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/25 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,,大人: 2 名、子ども: 0 名,GK105,GK118,10500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,,0,0,10500,10500,,0,0,,,,9722,1166,0,194,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0QF7KJQ,じゃらん,2017/8/16 23:20,,2017/8/20 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/22 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 4 名、子ども: 0 名,SKY703,SKY730,10500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,13740,13740,,0,0,,,,12722,1526,0,254,0,SCS001,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R8NBY321,JALじゃらんパック,2017/8/18 22:56,2017/8/19 17:57,2017/8/26 20:35,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/27 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 1 名、子ども: 0 名,JAL0527,JAL0526,0,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,8000,0,0,0,,,,,0,0,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,2017/8/19 17:57
  ニコニコレンタカー,予約成立,済,R023KUNQ,じゃらん,2017/8/19 14:56,,2017/8/21 11:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/23 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,ADO115,,10500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,13740,13740,,0,0,,,,12722,1526,0,254,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0PV6MWF,じゃらん,2017/8/19 16:44,,2017/8/20 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/22 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【おトクなHV特集】低燃費でドライブを満喫！,ハイブリットHV0001,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,sky765,sky766,18000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,21240,21240,,0,0,,,,19666,2359,0,393,0,HV0001,,,
  ニコニコレンタカー,予約成立,済,R03HFDXQ,じゃらん,2017/8/19 21:23,,2017/8/24 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/26 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,ANA1181,ANA074,10500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,13740,13740,,0,0,CUPR000661,"じゃらん限定★2,000円分クーポン【予約は8/22迄】",2000,12722,1526,0,254,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R05A0SET,じゃらん,2017/8/20 18:19,,2017/8/21 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/24 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,ANA057,ANA1124,14000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（4320円）,4320,0,18320,18320,,0,0,,,,16962,2035,0,339,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0X0YBFC,じゃらん,2017/8/20 22:46,,2017/8/21 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/27 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,ADO019,OZ173,24500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（7560円）,7560,0,32060,32060,,0,800,,,,29685,3562,0,593,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R074NKNM,じゃらん,2017/8/20 23:44,,2017/8/21 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/23 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / チャイルドシート × 2,免責補償制度,大人: 2 名、子ども: 2 名,MM105,MM106,10500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / チャイルドシート × 2（1080円）,2160,免責補償制度（2160円）,2160,0,14820,14820,,0,0,,,,13722,1646,0,274,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R03CP98F,じゃらん,2017/8/21 9:55,,2017/8/21 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/23 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,10500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,13740,13740,,0,2700,,,,12722,1526,0,254,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0PITX4O,じゃらん,2017/8/21 12:28,,2017/8/21 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/27 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,24500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（6480円）,6480,0,30980,30980,,0,0,,,,28685,3442,0,573,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R022E7OG,じゃらん,2017/8/21 20:39,,2017/8/27 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/29 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,,大人: 1 名、子ども: 0 名,,,8000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,,0,0,8000,8000,,0,0,,,,7407,888,0,148,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R036MXF3,じゃらん,2017/8/21 22:46,,2017/8/28 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/30 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,GK153,SKY766,8000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,11240,11240,,0,0,,,,10407,1248,0,208,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R039VLHI,じゃらん,2017/8/21 23:24,,2017/8/22 11:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/25 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,12500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（4320円）,4320,0,16820,16820,,0,0,,,,15574,1868,0,311,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R8Q4VEDN,ANAじゃらんパック,2017/8/22 10:53,,2017/8/29 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/30 12:15,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 3 名、子ども: 0 名,ANA1221,ANJ1226,8000,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,8000,8000,8000,0,,,,,7407,888,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0HOS1EL,じゃらん,2017/8/22 12:19,2017/8/22 12:29,2017/8/24 8:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/28 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,SKY729,JAL500,15500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（5400円）,5400,0,20900,0,,0,0,,,,0,0,0,0,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R06P2Z8H,じゃらん,2017/8/22 12:28,,2017/8/24 8:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/28 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,SKY729,JAL500,15500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（5400円）,5400,0,20900,20900,,0,0,CUPR000667,"じゃらん限定★1,000円分クーポン【予約は8/29迄】",1000,19351,2322,0,387,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R8WNZXV5,ANAじゃらんパック,2017/8/22 16:50,,2017/8/25 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/31 12:30,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 1 名、子ども: 0 名,ANA0069,ANA0064,28000,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,28000,28000,28000,0,,,,,25925,3111,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R0Z7RB07,じゃらん,2017/8/22 21:15,,2017/8/23 11:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/25 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,9500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,12740,12740,,0,0,,,,11796,1415,0,235,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R8LMGJF1,JALじゃらんパック,2017/8/23 14:21,,2017/9/21 8:30,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/23 20:25,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 2 名、子ども: 0 名,JAL0501,JAL0530,10500,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,10500,10500,10500,0,,,,,9722,1166,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R0PF6U2L,じゃらん,2017/8/23 14:56,,2017/8/23 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/28 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,,大人: 2 名、子ども: 0 名,SKY767,SKY768,18500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,,0,0,18500,18500,,0,0,,,,17129,2055,0,342,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R8B7D9ZB,ANAじゃらんパック,2017/8/23 22:25,,2017/9/12 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/14 20:25,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 2 名、子ども: 0 名,ANA0051,ANA0084,10500,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,10500,10500,10500,0,,,,,9722,1166,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R0CQM0J5,じゃらん,2017/8/23 23:10,,2017/8/29 11:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/1 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【安心！免込み特集】コンパクトカー 禁煙 (デミオ・ヴィッツ等),免責込Sクラス禁煙,AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 2 名、子ども: 1 名,MM103,MM110,16150,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / 免責補償プラス(NOC免除) × 1（0円）,0,免責補償制度（0円）,0,0,16150,16150,,0,0,CUPR000667,"じゃらん限定★1,000円分クーポン【予約は8/29迄】",1000,14953,1794,0,299,0,FS07,,,
  ニコニコレンタカー,予約成立,済,R0Z8DML3,じゃらん,2017/8/24 6:45,,2017/8/24 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/26 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,9500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,12740,12740,,0,0,,,,11796,1415,0,235,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R01FS0PX,じゃらん,2017/8/24 8:49,,2017/8/24 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/26 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【おトクなHV特集】低燃費でドライブを満喫！,ハイブリットHV0001,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,13500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（2160円）,2160,0,15660,15660,,0,0,,,,14500,1740,0,290,0,HV0001,,,
  ニコニコレンタカー,予約成立,済,R01UFWJS,じゃらん,2017/8/24 13:35,,2017/8/24 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/26 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【安心！免込み特集】コンパクトカー 禁煙 (デミオ・ヴィッツ等),免責込Sクラス禁煙,AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / 免責補償プラス(NOC免除) × 1 / チャイルドシート × 1,免責補償制度,大人: 3 名、子ども: 1 名,ANA67,,12200,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / 免責補償プラス(NOC免除) × 1（0円） / チャイルドシート × 1（1620円）,1620,免責補償制度（0円）,0,0,13820,13820,,0,100,,,,12796,1535,0,255,0,FS07,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R00ABZAU,じゃらん,2017/8/24 21:49,2017/8/24 22:17,2017/8/26 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/27 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,IJ201,GK114,6500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（2160円）,2160,0,8660,0,,0,0,,,,0,0,0,0,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0D7A41T,じゃらん,2017/8/24 22:20,,2017/9/10 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/11 21:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【おトクなHV特集】低燃費でドライブを満喫！,ハイブリットHV0001,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,9000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（2160円）,2160,0,11160,11160,,0,0,,,,10333,1239,0,206,0,HV0001,,,
  ニコニコレンタカー,予約成立,済,R0MSRIGL,じゃらん,2017/8/25 19:44,,2017/8/27 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/2 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,24000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（7560円）,7560,0,31560,31560,,0,100,,,,29222,3506,0,584,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R86A7VC0,ANAじゃらんパック,2017/8/26 10:28,,2017/9/10 8:25,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/13 16:30,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 2 名、子ども: 0 名,ANA0987,ANA0074,14400,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,14400,14400,14400,0,,,,,13333,1599,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R0R25XGB,じゃらん,2017/8/26 11:13,,2017/8/26 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/27 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,GK117,GK117,6500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（1080円）,1080,0,7580,7580,,0,0,,,,7018,842,0,140,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R017PWG4,じゃらん,2017/8/26 13:30,,2017/8/26 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/27 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 1 名、子ども: 0 名,JAL2503,JAL2506,6500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / 免責補償プラス(NOC免除) × 1（540円）,540,免責補償制度（1080円）,1080,0,8120,8120,,0,0,,,,7518,902,0,150,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0SKUGDJ,じゃらん,2017/8/26 14:44,,2017/8/26 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/28 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,GK185,NH470,10000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（2160円）,2160,0,12160,12160,,0,0,,,,11259,1351,0,225,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0QU0CA2,じゃらん,2017/8/26 22:07,,2017/8/27 21:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/29 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【おトクなHV特集】低燃費でドライブを満喫！,ハイブリットHV0001,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 5 名、子ども: 0 名,GK125,ADO028,13500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（2160円）,2160,0,15660,15660,,0,0,,,,14500,1740,0,290,0,HV0001,,,
  ニコニコレンタカー,予約成立,済,R8PK4FCJ,ANAじゃらんパック,2017/8/27 0:32,,2017/9/18 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/20 20:25,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 2 名、子ども: 0 名,ANA0051,ANJ0084,10500,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,10500,10500,10500,0,,,,,9722,1166,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R0KYA58R,じゃらん,2017/8/27 1:50,,2017/8/31 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/3 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【おトクなHV特集】低燃費でドライブを満喫！,ハイブリットHV0001,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,18000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（4320円）,4320,0,22320,22320,,0,1000,,,,20666,2479,0,413,0,HV0001,,,
  ニコニコレンタカー,予約成立,済,R8CNH5W1,ANAじゃらんパック,2017/8/27 2:33,,2017/9/20 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/9/22 20:25,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),指定なし,喫煙,カーナビ × 1 / ETC × 1,免責補償,大人: 3 名、子ども: 0 名,ANA0051,ANA0084,10500,0,カーナビ × 1（0円） / ETC × 1（0円）,0,免責補償（0円）,0,0,10500,10500,10500,0,,,,,9722,1166,,,,【ナビ・ETC付】コンパクトカー禁煙 (デミオ・ヴィッツ等),,,
  ニコニコレンタカー,予約成立,済,R03UVU8R,じゃらん,2017/8/27 13:36,,2017/8/27 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2017/8/30 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【おトクなHV特集】低燃費でドライブを満喫！,ハイブリットHV0001,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,Bx182,Bx183,18000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（4320円）,4320,0,22320,22320,,0,0,CUPR000667,"じゃらん限定★1,000円分クーポン【予約は8/29迄】",1000,20666,2479,0,413,0,HV0001,,,
